sentence,label
"['Ja', ',', 'weten', 'wij', ',', 'waar', 'om', 'de', 'slaapbol', 'onze', 'hersenen', 'verdooft', ',', 'de', 'kinastof', 'onze', 'koorts', 'bedwingt', ',', 'en', 'het', 'doodelijke', 'rattenkruid', 'ons', 'aanzijn', 'verdelgt', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]"
"['Om', 'de', 'Aard', 'muysen', 'te', 'dooden', '.']","[0, 0, 1, 2, 0, 0, 0]"
"['3', 'Weent', 'niet', 'over', 'my', 'Bladz', '.']","[0, 0, 0, 0, 0, 0, 0]"
"['Ornithopodium', ',', 'Pes', 'Avis', ',', 'Vogel', 'voet', '.']","[3, 0, 0, 0, 0, 0, 0, 0]"
"['Monsieur', ',', 'ze', 'zel', 't', 'dan', 'doen', 'om', 'je', 'obligant', 'verzoeken', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Smaaklijk', ',', 'of', 'aanneemlijk', 'trachten', 'te', 'maken', ':', 'hij', 'heeft', 'mij', 'die', 'boeken', 'al', 'weder', 'aangepreekt', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Gij', 'geboodt', 'mij', 'u', 'als', 'paadje', 'te', 'dienen', ',', 'als', 'zangeres', 'te', 'verlustigen', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Geloof', 'mij', ',', 'de', 'billijke', 'gedachte', 'kwam', 'wel', 'bij', 'haar', 'op', ',', 'dat', 't', 'maegien', 'toch', 'eigenlijk', 'gien', 'skuld', 'had', ',', 'en', 'dat', 'ze', 'te', 'vriendelijk', 'was', 'om', 'barsch', 'te', 'worden', 'afgescheept', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Haer', 'bachuys', 'was', 'ses', 'ellen', 'ende', 'een', 'half', 'wijt', ',', 'de', 'caeckebeenen', 'seuen', 'ellen', 'ende', 'een', 'half', 'lanck', ',', 'ende', 'op', 'sommighe', 'plaetsen', 'onder', 'half', 'elle', 'int', 'ronde', ',', 'op', 'ander', 'plaetsen', 'oock', 'min', ':', 'soo', 'dat', 'desen', 'visch', 'was', 'min', 'noch', 'meer', 'dan', 'een', 'grooten', 'eycken', 'boom', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0]"
"['T', 'is', 'waer', 'al', 'de', 'vrome', 'Martelaeren', 'hebben', 'groote', 'pijnen', 'gheleden', ',', 'de', 'steenen', 'van', 'Stephanus', 'dronghen', 'hert', 'aen', ',', 'den', 'rooster', 'van', 'Laurentius', 'was', 'door', 'gheloyent', ',', 'den', 'olie', 'van', 'Ioannes', 'was', 'fel', 'siedende', ',', 'de', 'Leeuwen', 'van', 'Ignatius', 'waeren', 'vreet', ',', 'de', 'elsens', 'van', 'Quintinus', 'waeren', 'scherp', ',', 'het', 'waren', 'altemael', 'grouwelijcke', ',', 'ende', 'ghevoelijcke', 'instrumenten', ',', 'maer', 'het', 'instrument', 'vande', 'Martelie', 'van', 'Maria', 'is', 'het', 'pijnlijckste', 'boven', 'alle', 'd', 'andere', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Zo', 'ras', 'dit', 'myn', 'zeggen', 'aan', 'den', 'Tartaar', 'was', 'overgebragt', ',', 'merkte', 'hy', 'op', ',', 'dat', 'de', 'open', 'lugt', 'de', 'beste', 'plaats', 'was', 'voor', 'de', 'beesten', 'des', 'velds', ',', 'en', 'daarom', 'ook', 'zeer', 'wel', 'voegde', 'voor', 'een', 'Frank', ':', 'maar', 'dat', ',', 'wat', 'hem', 'betrof', ',', 'hy', 'veel', 'liever', 'op', 'een', 'zagt', 'kussen', 'rustte', ',', 'en', 'dat', 'hy', 'zulks', 'zou', 'gedaan', 'hebben', ',', 'hadt', 'hy', 'zich', 'niet', 'door', 'myn', 'vervloekt', 'lachen', 'genoodzaakt', 'gevonden', 'tot', 'dit', 'onaangenaam', 'nagtverblyf', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Tot', 'dit', 'wegrollen', 'kan', 'misschien', 'deeze', 'Verantwoording', 'strekken', ',', 'wanneer', 'de', 'Schrijvers', ',', 'die', 'deswegen', 'de', 'pen', 'op', 'het', 'papier', 'bragten', ',', 'en', 'hier', 'worden', 'aangevallen', ',', 'de', 'pen', ',', 'ter', 'verdeediging', 'van', 'het', 'door', 'hun', 'gestelde', ',', 'opvatten', ':', 't', 'geen', 'bovenal', 'de', 'zaak', 'kan', 'worden', 'van', 'den', 'Heer', 'de', 'jong', ',', 'die', 'zo', 'veel', 'deels', 'hadt', 'in', 'dit', 'Treurspel', ',', 'en', 'eene', 'hoofdrol', 'speelde', ';', 'daar', 'hij', 'verscheide', 'keeren', 'door', 'den', 'Heer', 'storij', 'wedersproken', ',', 'en', 'geenzins', 'op', 'een', 'malschen', 'toon', 'behandeld', 'wordt', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Uw', 'outer', 'is', 'het', 'vlak', 'van', 'Wodan', 's', 'gryzen', 'steen', ';', 'Uwe', 'offeranden', ',', 't', 'bloed', 'van', 'hagelblanke', 'stieren', ';', 'Uw', 'hoogtydsdos', ',', 'de', 'blaên', 'die', 'uwen', 'kruin', 'versieren', ';', 'Uw', 'koorlamp', ',', 't', 'schynend', 'licht', 'der', 'maen', 'door', 't', 'nevelgaes', ';', 'Uw', 'eenig', 'reukwerkvat', ',', 'het', 'geurig', 'bloemenwaes', '!']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Maer', 'sy', ',', 'geen', 'slechte', 'duyf', ',', 'had', 'mede', 'loose', 'grepen', ',', 'Als', 'die', 'op', 'syn', 'bedrijf', 'de', 'tanden', 'had', 'geslepen', ';', 'Sy', 'riep', 'hem', 'vveder', 'toe', ',', 'dat', 'sy', 'met', 'rosen', 'vocht', ',', 'En', 'datse', 'ja', 'den', 'steel', 'oock', 'vvel', 'gebruycken', 'mocht', '.']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['brems', 'horzel', ',', 'paardevlieg', '.']","[0, 1, 0, 1, 0]"
"['De', 'heer', 'Eschauzier', ',', 'een', 'ondernemend', 'man', ',', 'verkreeg', 'in', '1821', 'van', 'koning', 'Willem', 'I', 'het', 'uitsluitend', 'recht', 'van', 'visschen', 'op', 'de', 'Lutine', 'op', 'voorwaarde', ',', 'dat', 'hij', 'de', 'helft', 'van', 'hetgeen', 'geborgen', 'werd', ',', 'zou', 'uitkeeren', 'aan', 'den', 'Staat', 'der', 'Nederlanden', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Wat', 'een', 'weelde', ',', 'al', 'die', 'ontluikende', 'rozeknopjes', 'te', 'zien', 'in', 'hare', 'jeugdige', 'frischheid', ',', 'met', 'dat', 'waas', 'van', 'onschuld', 'op', 'het', 'gelaat', ',', 'van', 'vertrouwend', 'verlangen', 'in', 'de', 'heldere', 'oogen', '.']","[0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Voedt', 'men', 'een', 'looppaard', 'en', 'een', 'werkpaard', 'op', 'dezelfde', 'wijze', '?']","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]"
"['Glorificatie', ',', 'verheerlijking', '.']","[0, 0, 0, 0]"
"['Laat', 'hen', 'lachen', 'en', 'boerten', ',', 'tot', 'dat', 'zy', 'aan', 'de', 'dag', 'van', 'hun', 'straffing', 'komen', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['t', 'Minne', 'plegen', 'is', 'van', 'noode', ',', 'Aen', 'natuur', 'verleend', 'door', 'Gode', ';', 'Maer', 'dat', 'gy', 'het', 'wel', 'verstaet', ',', 'Min', 'heeft', 'wetten', ',', 'tijd', ',', 'en', 'maet', ';', 'Wetten', 'zijn', 'er', 'voor', 'de', 'minne', ',', 'Wetten', 'zijn', 'er', 'voor', 'de', 'zinnen', ',', 'Wetten', 'die', 'de', 'min', 'gebien', ',', 'Datze', 'moet', 'op', 'tijd', 'geschien', ';', 'Min', 'bestaet', 'in', 'maet', 'van', 'reden', ';', 'Wie', 'die', 'maet', 'wil', 'over', 'treden', ',', 'Min', 'gebruyken', 'voor', 'de', 'tijd', ',', 'Die', 'vervalt', 'in', 'minne', 'strijd', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Om', 'den', 'schadelijken', 'boom', 'der', 'bescherming', 'kronkelen', 'zich', 'parasiten', ',', 'zoo', 'vast', 'en', 'onuitroeibaar', ',', 'dat', 'groeikracht', 'en', 'sappen', 'in', 'den', 'bodem', 'rondsom', 'ook', 'voor', 'de', 'edelste', 'planten', 'ontbreken', '.']","[0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0]"
"['zeid', 'Merkuur', ';', 'koop', 'wortels', 'voor', 'uw', 'geld', 'Dan', 'word', 'gy', 'ligtelyk', 'tot', 'Directeur', 'gesteld', 'Van', 't', 'agtbaar', 'Wezep', ',', 'om', 'de', 'Varkens', 'vet', 'te', 'mesten', ',', 'Dog', 'deeze', 'Compagnie', 'is', 'ligt', 'nog', 'de', 'alderbesten', ',', 'Want', 'Zwynen', 'dienen', 'nog', 'tot', 's', 'leevens', 'onderhouwd', ',', 'Vul', 'daar', 'uw', 'Maag', 'dan', 'meê', ',', 'als', 'u', 'de', 'hoop', 'berouwd', ',', 'Die', 'u', 'op', 'Rook', ',', 'op', 'Wind', ',', 'op', 'Niet', 'uw', 'geld', 'deed', 'geeven', ';', 'Maak', 'ieder', 'Actie', 'tot', 'een', 'Zwyn', 'om', 'van', 'te', 'leeven', '.']","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Niet', 'alleen', 'jongelingen', 'uit', 'beschaafden', 'stand', ',', 'maar', 'ook', 'ouders', 'zullen', 'hetzelve', 'met', 'genoegen', 'en', 'nut', 'kunnen', 'lezen', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['d', 'Ongewisse', 'teere', 'ziele', 'vint', 'so', 'licht', 't', 'geen', 'haer', 'verseert', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Onze', 'pastoor', 'was', 'een', 'man', 'in', 'de', 'volle', 'kracht', 'des', 'levens', ',', 'en', 'zijne', 'hooge', ',', 'forsche', 'gestalte', ',', 'zijne', 'schitterende', 'zwarte', 'oogen', ',', 'zijne', 'fiere', 'en', 'vaste', 'trekken', ',', 'de', 'moed', 'en', 'de', 'schranderheid', ',', 'die', 'zich', 'teekenden', 'op', 'zijn', 'hoog', 'ontbloot', 'voorhoofd', ',', 'enkel', 'door', 'het', 'zwarte', 'calotje', 'gedekt', ',', 'kenschetsten', 'hem', 'als', 'iemand', ',', 'die', 'meer', 'geschikt', 'moest', 'zijn', 'eene', 'grootere', 'en', 'weêrbarstiger', 'kudde', 'heen', 'te', 'voeren', 'langs', 'de', 'rotsen', 'en', 'afgronden', ',', 'die', 'den', 'engen', 'weg', 'omgeven', ',', 'dan', 'die', 'schaarsche', 'en', 'volgzame', 'schapen', 'zacht', 'kens', 'voort', 'te', 'leiden', 'door', 'het', 'rustige', 'dal', ',', 'waar', 'hij', 'ze', 'vond', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Deze', 'platen', 'zijn', 'door', 'reeksen', 'caoutchouc', 'van', 'elkander', 'gescheiden', 'en', 'dan', 'opgerold', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Juffrouw', 'D', ':', 'niet', 'konnende', 'denken', 'wat', 'de', 'Reeden', 'was', ',', 'zocht', 'haar', 'ter', 'neder', 'te', 'zetten', ';', 'en', 'gong', 'met', 'haar', 'ten', 'dien', 'eynde', 'op', 'de', 'voorkamer', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Den', 'Coning', 'Marot', 'zijn', 'voorstel', 'gehoort', 'hebbende', ',', 'ontbied', 'zijn', 'Biegt', 'Vader', ',', 'stellende', ',', 'vraags', 'wijse', ',', 'Marot', 'zijn', 'redenen', 'voor', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['D', '.', 'V', '.', '157', 'Mar', 'Thomas', ',', 'of', 'Thomas', 'Cana', ',', 'Armenisch', 'Koopman', ',', 'van', 'welken', 'zig', 'de', 'Christenen', 'van', 'St', '.', 'Thomas', 'zeggen', 'afkomstig', 'te', 'zyn', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Caninefaat', '!', 'hernam', 'Coponius', ',', 'die', ',', 'ondanks', 'zijne', 'vadsigheid', 'en', 'al', 'te', 'groote', 'keurigheid', 'in', 'spijs', 'en', 'drank', ',', 'geheel', 'niet', 'van', 'moed', 'was', 'ontbloot', ':', 'indien', 'wij', 'ons', 'op', 'eene', 'vrije', 'plaats', 'bevonden', 'en', 'niet', 'door', 'de', 'banden', 'van', 'gastheer', 'en', 'gast', 'geketend', 'waren', ',', 'zoude', 'ik', 'u', 'de', 'onbedachte', 'woorden', 'doen', 'verzwelgen', ',', 'die', 'gij', 'uitgesproken', 'hebt', ',', 'omdat', 'gij', ',', 'even', 'als', 'het', 'redelooze', 'vee', ',', 'de', 'weldaden', 'der', 'beschaving', 'niet', 'kent', 'en', 'diensvolgens', 'veracht', ':', 'en', 'ik', 'geloof', ',', 'dat', 'zulks', 'u', 'slechter', 'zoude', 'bekomen', 'dan', 'die', 'spijzen', ',', 'waar', 'gij', 'zoo', 'op', 'schrolt', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['En', 'waarom', 'mét', '?', 'vroeg', 'Vanissa', ',', 'terwijl', 'zy', 'zich', 'van', 't', 'paard', 'liet', 'glijden', ',', 'zoo', 'dit', 'het', 'eenig', 'middel', 'ter', 'uitkomst', 'is', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['T', 'is', 'goet', 'op', 'God', 'lof', 'baer', 'Te', 'betrouwen', 'voorwaer', ',', 'Ende', 'niet', 'op', 'menschen', 'teere', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Hierom', 'werd', 'hy', 'voor', 'eenigen', 'tyd', 'Schryver', 'op', 'de', 'Zegelkamer', ',', 't', 'geen', 'hem', 'gelegenheid', 'gaf', ',', 'om', 'den', 'styl', 'te', 'krygen', 'in', 'Regtszaaken', ',', 'en', 'bedreevenheid', 'in', 'veele', 'stukken', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Van', 'deze', 'Kirgisen', 'zegt', 'Jenkinson', ',', 'dat', 'zy', 'in', 'zijn', 'tyd', ',', 'te', 'weten', ',', 'in', 'den', 'Jare', 'vyftien', 'honderd', 'acht', 'en', 'vyftig', ',', 'de', 'dooden', 'niet', 'begroeven', ',', 'maer', 'aen', 'Boomen', 'in', 'het', 'Wout', 'ophongen', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0]"
"['Ten', 'slotte', 'sta', 'hier', 'nog', ',', 'tot', 'staal', ',', 'een', 'van', 'de', 'sprookjes', 'mede', 'te', 'deelen', ',', 'zoo', 'als', 'de', 'ouden', 'van', 'jaren', 'ze', 'den', 'kinderen', 'des', 'avonds', 'plegen', 'te', 'verhalen', ':', 'Een', 'Koning', 'verlangde', 'eens', ',', 'dat', 'een', 'groot', 'werk', 'zou', 'worden', 'ten', 'uitvoer', 'gebragt', ',', 'en', 'liet', 'daartoe', 'alle', 'dieren', 'bijeenroepen', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"['En', 'de', 'rust', 'en', 'ontspanning', 'der', 'vacantie', 'na', 'deze', 'merkwaardige', 'gebeurtenis', ',', 'maakten', 'hem', 'kloek', 'voor', 'nieuwe', 'studie', ';', 'en', 'met', 'vaster', 'gerustheid', 'zag', 'hij', 'het', 'volgend', 'examen', 'te', 'gemoet', ',', 'hetwelk', 'twee', 'jaar', 'nadien', 'eerst', 'zou', 'plaats', 'hebben', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Siet', 'dit', 'seg', 'ick', 'nu', 'Klaerlijck', 'aen', 'de', 'mijne', ';', 'Als', 'sy', 'seggen', 'u', ',', 'Daer', 'in', 'de', 'Woestijne', ',', 'Of', 'in', 't', 'huys', 'is', 'hy', ',', 'Wilt', 'het', 'niet', 'gedoogen', ',', 'Zijt', 'gewaerschouwt', 'vry', ',', 't', 'Is', 'een', 'groote', 'loogen', ':', 'Als', 'den', 'blixem', 'kest', 't', 'Licht', 'van', 'Oost', 'tot', 'West', ',', 'Soo', 'sal', 'zijn', 'mijn', 'komst', 'voorwaer', ',', 'Waer', 't', 'aes', 'leyt', 'in', 't', 'nest', ',', 'Stinckt', 'gelijck', 'de', 'pest', ',', 'Terstont', 'zijn', 'de', 'Arents', 'daer', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
"['De', 'paarden', 'der', 'ruiters', 'begonnen', 'onrustig', 'te', 'worden', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
"['wanneer', 'men', 't', 'turend', 'oog', 'Laat', 'waren', 'Op', 'bloem', 'en', 'boom', ',', 'nog', 'korts', 'zoo', 'schoon', ',', 'Wie', 'slaakt', 'dan', 'niet', 'een', 'droeven', 'toon', 'Om', 't', 'vallen', 'van', 'hun', 'blâren', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Eene', 'leeuwenjacht', '.']","[0, 0, 0]"
"['Het', 'diner', 'had', 'niets', 'merkwaardigs', ',', 'dan', 'dat', 'men', 'voor', 'het', 'eerst', 'Zwitsersche', 'forellen', 'nuttigde', ',', 'die', 'ongemeen', 'grondig', 'smaakten', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0]"
"['Een', 'roman', 'naar', 'het', 'Hoogduitsch', 'van', 'Herman', 'Schmid', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['inde', 'Nieuwe', 'Boekzaal', ',', 'Arnh', '.']","[0, 0, 0, 0, 0, 0]"
"['Nog', 'anderen', 'vinden', 'het', 'oude', 'gebouw', ',', 'die', 'eeuwenheugende', 'ruïne', 'met', 'haar', 'eeuwenheugend', 'mos', 'en', 'haar', 'uilenspleten', 'te', 'schoon', 'om', 'er', 'aan', 'te', 'raken', 'tot', 'verbetering', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Zij', 'haalde', 'uit', 'een', 'mandje', 'een', 'stukje', 'boterbanket', ',', 'stak', 'het', 'onder', 'het', 'zeggen', 'van', ':', 'daar', ',', 'lieve', 'mopsie', '!', 'in', 'het', 'mondje', 'van', 'het', 'beestje', ',', 'wiens', 'uitgestoken', 'tong', 'reeds', 'lang', 'getoond', 'had', ',', 'dat', 'hij', 'naar', 'eenige', 'versnapering', 'verlangde', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Tot', 'tweemaal', 'toe', 'onstuimig', 'uitgevallen', ',', 'Doet', 'hij', 'Argant', 'schier', 'wagglen', 'op', 'zijn', 'paard', ';', 'Tot', 'tweemaal', 'toe', 'dunt', 'hij', 'de', 'duizendtallen', 'Des', 'vijands', 'met', 'den', 'sikkel', 'van', 'zijn', 'zwaard', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Daer', 'na', ',', 'in', 'wel', 'corten', 'stonden', ',', 'die', 'jaghere', 'tot', 'sinen', 'honden', 'sprac', ',', 'die', 'hem', 'dochten', 'sonder', 'lac', ',', 'ende', 'troestese', 'alle', 'bi', 'namen', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Er', 'bestaan', 'ook', 'boekprenten', 'van', 'hem', '.']","[0, 0, 0, 0, 0, 0, 0]"
"['De', 'Verzweringen', 'van', 'de', 'Ooren', 'der', 'Paarden', '.']","[0, 0, 0, 0, 0, 0, 1, 0]"
"['Lieve', ',', 'beste', 'moeder', '!']","[0, 0, 0, 0, 0]"
"['De', 'bevelhebber', 'dier', 'stad', ',', 'de', 'ervaren', 'kolonel', 'Van', 'der', 'Noot', ',', 'kreeg', 'kennis', 'dat', 'de', 'vijand', 'een', 'aanval', 'in', 'den', 'zin', 'had', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
